1598359398.666,0.596,-0.075,0.077
1598359398.917,0.595,-0.076,0.078
1598359399.164,0.597,-0.075,0.081
1598359399.395,0.598,-0.075,0.082
1598359399.641,0.599,-0.075,0.082
1598359399.887,0.599,-0.074,0.08
1598359400.131,0.6,-0.073,0.077
1598359400.377,0.6,-0.073,0.075
1598359400.625,0.6,-0.074,0.073
1598359400.856,0.602,-0.074,0.072
1598359401.104,0.602,-0.075,0.072
1598359401.349,0.601,-0.076,0.072
1598359401.598,0.602,-0.075,0.073
1598359401.844,0.602,-0.075,0.072
1598359402.075,0.602,-0.075,0.076
1598359402.32,0.601,-0.075,0.077
1598359402.564,0.601,-0.075,0.079
1598359402.812,0.601,-0.075,0.084
1598359403.059,0.601,-0.074,0.087
1598359403.306,0.599,-0.074,0.09
1598359403.552,0.599,-0.073,0.09
1598359403.782,0.598,-0.075,0.086
1598359404.032,0.597,-0.075,0.087
1598359404.273,0.597,-0.075,0.088
1598359404.521,0.597,-0.076,0.088
1598359404.77,0.597,-0.077,0.087
1598359405.014,0.597,-0.078,0.084
1598359405.244,0.597,-0.079,0.083
1598359405.493,0.598,-0.079,0.085
1598359405.739,0.599,-0.078,0.086
1598359405.987,0.597,-0.079,0.089
1598359406.233,0.597,-0.078,0.096
1598359406.46,0.597,-0.079,0.105
1598359406.705,0.597,-0.08,0.11
1598359406.949,0.597,-0.08,0.113
1598359407.196,0.597,-0.081,0.11
1598359407.441,0.597,-0.081,0.107
1598359407.686,0.597,-0.081,0.106
1598359407.93,0.597,-0.082,0.107
1598359408.182,0.598,-0.082,0.108
1598359408.413,0.598,-0.083,0.11
1598359408.661,0.598,-0.083,0.109
1598359408.907,0.599,-0.083,0.107
1598359409.152,0.598,-0.084,0.106
1598359409.397,0.599,-0.085,0.107
1598359409.64,0.597,-0.084,0.106
1598359409.887,0.593,-0.083,0.107
1598359410.128,0.589,-0.081,0.112
1598359410.376,0.589,-0.079,0.12
1598359410.603,0.589,-0.078,0.125
1598359410.865,0.589,-0.077,0.129
1598359411.093,0.59,-0.077,0.133
