1598357843.611,-0.115,-0.057,0.25
1598357843.86,-0.115,-0.057,0.249
1598357844.106,-0.117,-0.057,0.248
1598357844.334,-0.121,-0.057,0.244
1598357844.582,-0.123,-0.055,0.242
1598357844.831,-0.124,-0.056,0.239
1598357845.08,-0.122,-0.054,0.242
1598357845.312,-0.12,-0.052,0.259
1598357845.564,-0.12,-0.053,0.267
1598357845.811,-0.123,-0.054,0.265
1598357846.042,-0.124,-0.054,0.265
1598357846.287,-0.122,-0.054,0.263
1598357846.534,-0.124,-0.054,0.278
1598357846.781,-0.124,-0.054,0.288
1598357847.027,-0.124,-0.055,0.287
1598357847.271,-0.122,-0.053,0.292
1598357847.522,-0.121,-0.052,0.315
1598357847.746,-0.12,-0.053,0.329
1598357847.992,-0.119,-0.055,0.328
1598357848.236,-0.119,-0.055,0.328
1598357848.484,-0.126,-0.056,0.314
1598357848.732,-0.13,-0.056,0.283
1598357848.98,-0.129,-0.054,0.261
1598357849.226,-0.129,-0.051,0.267
1598357849.455,-0.133,-0.049,0.288
1598357849.705,-0.13,-0.049,0.314
1598357849.948,-0.126,-0.05,0.323
1598357850.194,-0.123,-0.05,0.343
1598357850.44,-0.123,-0.051,0.331
1598357850.673,-0.126,-0.053,0.295
1598357850.932,-0.128,-0.053,0.225
1598357851.162,-0.128,-0.049,0.18
1598357851.407,-0.129,-0.046,0.19
1598357851.656,-0.126,-0.046,0.207
1598357851.902,-0.126,-0.046,0.238
1598357852.148,-0.124,-0.048,0.256
1598357852.378,-0.122,-0.049,0.251
1598357852.626,-0.128,-0.052,0.204
1598357852.877,-0.131,-0.051,0.143
1598357853.123,-0.133,-0.049,0.106
1598357853.354,-0.133,-0.048,0.084
1598357853.6,-0.134,-0.046,0.074
1598357853.85,-0.132,-0.046,0.074
1598357854.096,-0.132,-0.045,0.07
1598357854.342,-0.134,-0.044,0.067
1598357854.573,-0.132,-0.044,0.065
1598357854.822,-0.13,-0.045,0.063
1598357855.072,-0.127,-0.045,0.064
1598357855.305,-0.127,-0.045,0.068
1598357855.551,-0.128,-0.045,0.072
1598357855.794,-0.128,-0.047,0.078
1598357856.039,-0.128,-0.046,0.088
1598357856.283,-0.125,-0.046,0.102
1598357856.527,-0.125,-0.047,0.119
1598357856.774,-0.125,-0.047,0.163
1598357857.023,-0.123,-0.049,0.214
1598357857.253,-0.125,-0.05,0.246
1598357857.5,-0.125,-0.053,0.261
1598357857.746,-0.126,-0.054,0.267
1598357857.994,-0.126,-0.054,0.283
1598357858.242,-0.127,-0.055,0.299
1598357858.47,-0.126,-0.056,0.313
1598357858.719,-0.126,-0.058,0.322
1598357858.97,-0.126,-0.06,0.329
1598357859.216,-0.125,-0.06,0.338
1598357859.445,-0.125,-0.061,0.341
1598357859.691,-0.129,-0.063,0.341
1598357859.935,-0.132,-0.064,0.342
1598357860.18,-0.134,-0.065,0.341
1598357860.424,-0.137,-0.066,0.338
1598357860.67,-0.134,-0.066,0.33
1598357860.917,-0.133,-0.067,0.32
1598357861.163,-0.132,-0.068,0.308
1598357861.396,-0.134,-0.067,0.295
1598357861.645,-0.134,-0.068,0.283
1598357861.892,-0.132,-0.068,0.275
1598357862.142,-0.133,-0.068,0.269
1598357862.369,-0.131,-0.067,0.267
1598357862.632,-0.13,-0.068,0.265
1598357862.859,-0.133,-0.068,0.264
1598357863.107,-0.133,-0.069,0.266
1598357863.354,-0.134,-0.068,0.264
1598357863.596,-0.134,-0.068,0.259
1598357863.846,-0.134,-0.067,0.254
1598357864.078,-0.134,-0.067,0.254
1598357864.327,-0.136,-0.067,0.255
1598357864.574,-0.135,-0.066,0.257
1598357864.821,-0.134,-0.066,0.256
1598357865.051,-0.135,-0.066,0.257
1598357865.297,-0.135,-0.065,0.257
1598357865.541,-0.135,-0.064,0.255
1598357865.786,-0.134,-0.063,0.252
1598357866.036,-0.134,-0.061,0.249
1598357866.282,-0.132,-0.06,0.244
1598357866.513,-0.134,-0.059,0.238
1598357866.76,-0.134,-0.058,0.236
1598357867.007,-0.136,-0.057,0.236
1598357867.252,-0.135,-0.056,0.239
1598357867.487,-0.137,-0.055,0.242
1598357867.733,-0.136,-0.054,0.247
1598357867.982,-0.134,-0.053,0.254
1598357868.228,-0.132,-0.054,0.257
1598357868.474,-0.131,-0.054,0.256
1598357868.72,-0.13,-0.052,0.255
1598357868.951,-0.13,-0.052,0.254
1598357869.198,-0.129,-0.052,0.256
1598357869.442,-0.128,-0.052,0.257
1598357869.686,-0.123,-0.052,0.254
1598357869.932,-0.125,-0.052,0.25
1598357870.178,-0.125,-0.051,0.251
1598357870.424,-0.123,-0.051,0.25
1598357870.657,-0.122,-0.051,0.248
1598357870.904,-0.124,-0.051,0.247
1598357871.152,-0.124,-0.051,0.247
1598357871.397,-0.122,-0.05,0.247
1598357871.645,-0.12,-0.05,0.249
1598357871.873,-0.121,-0.05,0.25
1598357872.118,-0.118,-0.05,0.25
1598357872.364,-0.118,-0.05,0.253
1598357872.614,-0.117,-0.051,0.251
1598357872.861,-0.116,-0.05,0.25
1598357873.105,-0.118,-0.051,0.249
1598357873.353,-0.12,-0.051,0.247
1598357873.581,-0.12,-0.052,0.241
1598357873.833,-0.121,-0.053,0.226
1598357874.079,-0.12,-0.053,0.211
1598357874.31,-0.12,-0.053,0.198
1598357874.558,-0.119,-0.054,0.195
1598357874.804,-0.122,-0.055,0.2
1598357875.051,-0.126,-0.057,0.206
1598357875.297,-0.127,-0.058,0.209
1598357875.545,-0.129,-0.059,0.213
1598357875.772,-0.128,-0.06,0.213
1598357876.018,-0.128,-0.062,0.208
1598357876.262,-0.13,-0.063,0.206
1598357876.511,-0.131,-0.064,0.207
1598357876.761,-0.132,-0.064,0.209
1598357877.008,-0.131,-0.065,0.214
1598357877.237,-0.133,-0.067,0.22
1598357877.487,-0.132,-0.068,0.224
1598357877.74,-1.618,-0.097,0.223
1598357877.968,-4.482,-0.154,0.217
1598357878.214,-4.477,-0.154,0.222
1598357878.461,-4.475,-0.154,0.221
1598357878.709,-4.478,-0.154,0.207
1598357878.957,-4.476,-0.154,0.186
1598357879.203,-4.474,-0.154,0.176
1598357879.433,-4.472,-0.154,0.172
1598357879.677,-4.472,-0.153,0.172
1598357879.923,-4.478,-0.155,0.162
1598357880.17,-4.48,-0.153,0.144
1598357880.419,-4.476,-0.15,0.142
1598357880.647,-4.472,-0.15,0.147
1598357880.894,-7.23,-0.204,0.135
1598357881.141,-8.814,-0.235,0.11
1598357881.388,-8.816,-0.233,0.089
1598357881.638,-8.817,-0.232,0.077
1598357881.866,-8.818,-0.23,0.069
1598357882.113,-8.819,-0.229,0.066
1598357882.364,-8.818,-0.228,0.062
1598357882.613,-8.82,-0.228,0.059
1598357882.842,-8.815,-0.227,0.058
1598357883.087,-8.813,-0.225,0.065
1598357883.334,-9.236,-0.235,0.071
1598357883.581,-13.03,-0.31,0.066
1598357883.829,-13.17,-0.312,0.069
1598357884.076,-13.17,-0.31,0.069
1598357884.303,-13.172,-0.309,0.079
1598357884.549,-13.174,-0.31,0.09
1598357884.794,-13.177,-0.311,0.094
1598357885.04,-13.177,-0.31,0.097
1598357885.285,-13.175,-0.309,0.102
1598357885.531,-13.174,-0.309,0.102
1598357885.774,-13.173,-0.309,0.107
1598357886.022,-13.172,-0.309,0.115
