1598355483.115,0,0.032,0.008
1598355483.36,0,0.032,0.009
1598355483.606,0,0.032,0.011
1598355483.854,0,0.031,0.012
1598355484.106,0,0.031,0.012
1598355484.35,0,0.031,0.015
1598355484.578,0,0.03,0.017
1598355484.822,-0.001,0.03,0.018
1598355485.069,-0.001,0.029,0.021
1598355485.316,-0.001,0.028,0.025
1598355485.563,-0.002,0.028,0.036
1598355485.81,-0.003,0.027,0.051
1598355486.04,-0.005,0.025,0.069
1598355486.285,-0.005,0.023,0.087
1598355486.533,-0.005,0.022,0.109
1598355486.777,-0.006,0.019,0.127
1598355487.025,-0.007,0.017,0.138
1598355487.273,-0.008,0.016,0.139
1598355487.503,-0.008,0.014,0.14
1598355487.749,-0.009,0.013,0.147
1598355487.995,-0.01,0.011,0.158
1598355488.24,-0.01,0.011,0.169
1598355488.49,-0.011,0.01,0.174
1598355488.723,-0.012,0.008,0.173
1598355488.971,-0.011,0.008,0.169
1598355489.216,-0.01,0.008,0.164
1598355489.466,-0.009,0.007,0.157
1598355489.695,-0.007,0.007,0.147
1598355489.941,-0.007,0.007,0.136
1598355490.187,-0.007,0.006,0.128
1598355490.434,-0.006,0.005,0.122
1598355490.682,-0.004,0.006,0.115
1598355490.926,-0.004,0.006,0.109
1598355491.157,-0.004,0.004,0.107
1598355491.405,-0.004,0.003,0.108
1598355491.651,-0.002,0.003,0.112
1598355491.898,-0.001,0.003,0.114
1598355492.145,-0.001,0.001,0.117
1598355492.39,0,0,0.118
1598355492.634,0,0,0.118
1598355492.88,0,0,0.117
1598355493.107,0,0,0.117
1598355493.357,0,0,0.116
1598355493.605,0,-0.001,0.123
1598355493.84,0,-0.002,0.128
1598355494.089,0,-0.002,0.133
1598355494.337,0.001,0,0.132
1598355494.583,0,0,0.126
1598355494.83,0,-0.001,0.125
1598355495.059,0,-0.001,0.13
1598355495.306,0,-0.002,0.137
1598355495.554,0,-0.002,0.141
1598355495.798,0,-0.001,0.144
1598355496.045,0,-0.001,0.144
1598355496.289,0,0,0.145
1598355496.517,0,0,0.145
1598355496.761,0,0,0.145
1598355497.005,0,0.001,0.145
1598355497.252,0,0.003,0.145
1598355497.497,0,0.004,0.143
1598355497.745,0,0.006,0.143
1598355497.995,0,0.006,0.143
1598355498.224,0,0.007,0.141
1598355498.471,0,0.009,0.142
1598355498.721,0,0.011,0.144
1598355498.963,0,0.01,0.145
1598355499.213,0,0.011,0.15
1598355499.459,-0.001,0.01,0.151
1598355499.687,0,0.011,0.149
1598355499.934,0,0.013,0.149
1598355500.182,-0.001,0.013,0.151
1598355500.43,0,0.014,0.15
1598355500.675,0,0.015,0.149
1598355500.905,0,0.016,0.146
1598355501.15,0,0.016,0.146
1598355501.398,0,0.017,0.144
1598355501.645,0,0.016,0.142
1598355501.891,0,0.016,0.139
1598355502.141,0,0.017,0.136
1598355502.369,0,0.016,0.135
