1598358495.763,0.52,0.284,-0.509
1598358495.992,0.52,0.303,-0.507
1598358496.237,0.521,0.322,-0.505
1598358496.485,0.522,0.329,-0.503
1598358496.733,0.524,0.336,-0.506
1598358496.984,0.525,0.337,-0.506
1598358497.215,0.525,0.331,-0.503
1598358497.46,0.526,0.329,-0.5
1598358497.708,0.524,0.335,-0.502
1598358497.957,0.526,0.343,-0.504
1598358498.187,0.525,0.342,-0.499
1598358498.432,0.524,0.338,-0.499
1598358498.68,0.523,0.326,-0.5
1598358498.929,0.521,0.316,-0.502
1598358499.174,0.519,0.354,-0.504
1598358499.403,0.52,0.445,-0.504
1598358499.65,0.524,0.504,-0.503
1598358499.899,0.527,0.513,-0.504
1598358500.147,0.531,0.46,-0.503
1598358500.396,0.528,0.409,-0.502
1598358500.641,0.525,0.373,-0.504
1598358500.867,0.523,0.348,-0.507
1598358501.11,0.521,0.331,-0.507
1598358501.357,0.52,0.316,-0.507
1598358501.609,0.519,0.308,-0.508
1598358501.855,0.518,0.302,-0.509
1598358502.088,0.518,0.307,-0.509
1598358502.336,0.517,0.324,-0.508
1598358502.582,0.518,0.324,-0.508
1598358502.828,0.519,0.314,-0.508
1598358503.06,0.519,0.307,-0.508
1598358503.306,0.519,0.299,-0.506
1598358503.554,0.521,0.293,-0.503
1598358503.802,0.519,0.278,-0.505
1598358504.05,0.518,0.283,-0.503
1598358504.279,0.516,0.301,-0.504
1598358504.526,0.517,0.323,-0.501
1598358504.775,0.517,0.338,-0.501
1598358505.02,0.517,0.342,-0.505
1598358505.264,0.517,0.339,-0.504
1598358505.509,0.517,0.344,-0.502
1598358505.753,0.517,0.348,-0.502
1598358505.985,0.517,0.351,-0.505
1598358506.231,0.517,0.352,-0.508
1598358506.479,0.518,0.351,-0.51
1598358506.724,0.518,0.355,-0.511
1598358506.972,0.518,0.357,-0.511
1598358507.216,0.517,0.357,-0.508
1598358507.446,0.518,0.357,-0.509
1598358507.691,0.518,0.355,-0.51
1598358507.938,0.518,0.355,-0.509
1598358508.184,0.518,0.347,-0.509
1598358508.431,0.518,0.338,-0.508
1598358508.679,0.517,0.335,-0.51
1598358508.911,0.517,0.337,-0.51
1598358509.162,0.517,0.342,-0.509
1598358509.411,0.517,0.35,-0.511
1598358509.657,0.518,0.355,-0.51
1598358509.883,0.518,0.358,-0.511
1598358510.128,0.518,0.359,-0.51
1598358510.375,0.519,0.359,-0.509
1598358510.623,0.52,0.354,-0.508
1598358510.87,0.518,0.348,-0.509
1598358511.115,0.519,0.337,-0.505
1598358511.363,0.518,0.335,-0.509
1598358511.589,0.518,0.335,-0.511
1598358511.836,0.517,0.333,-0.513
1598358512.083,0.517,0.338,-0.518
1598358512.332,0.518,0.35,-0.518
1598358512.565,0.518,0.362,-0.515
1598358512.811,0.52,0.368,-0.513
1598358513.057,0.521,0.372,-0.511
1598358513.305,0.521,0.373,-0.511
1598358513.55,0.52,0.368,-0.513
1598358513.795,0.52,0.366,-0.514
1598358514.039,0.521,0.364,-0.516
1598358514.287,0.521,0.363,-0.514
1598358514.514,0.519,0.362,-0.514
1598358514.761,0.519,0.361,-0.516
1598358515.009,0.52,0.361,-0.517
1598358515.255,0.52,0.359,-0.514
1598358515.503,0.519,0.363,-0.514
1598358515.748,0.52,0.37,-0.512
1598358515.975,0.521,0.373,-0.513
1598358516.221,0.522,0.377,-0.512
1598358516.469,0.521,0.376,-0.513
1598358516.718,0.522,0.373,-0.51
1598358516.964,0.522,0.37,-0.51
1598358517.195,0.521,0.363,-0.511
1598358517.443,0.519,0.355,-0.512
1598358517.693,0.519,0.348,-0.511
1598358517.941,0.52,0.349,-0.509
1598358518.171,0.518,0.348,-0.509
1598358518.416,0.517,0.352,-0.51
1598358518.665,0.518,0.357,-0.509
1598358518.912,0.518,0.372,-0.505
1598358519.158,0.517,0.4,-0.503
1598358519.403,0.52,0.421,-0.501
1598358519.632,0.521,0.436,-0.501
1598358519.879,0.523,0.446,-0.503
1598358520.125,0.523,0.454,-0.503
1598358520.374,0.524,0.467,-0.501
1598358520.619,0.525,0.484,-0.502
