1598356739.153,0.417,0.005,0.193
1598356739.398,0.416,0.005,0.213
1598356739.646,0.413,0.004,0.226
1598356739.893,0.415,0.004,0.214
1598356740.125,0.415,0.005,0.19
1598356740.372,0.419,0.008,0.172
1598356740.617,0.422,0.009,0.159
1598356740.863,0.421,0.01,0.15
1598356741.109,0.421,0.009,0.143
1598356741.357,0.422,0.009,0.141
1598356741.605,0.424,0.011,0.142
1598356741.841,0.423,0.011,0.137
1598356742.09,0.424,0.011,0.134
1598356742.32,0.421,0.01,0.131
1598356742.569,0.421,0.01,0.131
1598356742.815,0.421,0.011,0.141
1598356743.061,0.419,0.013,0.173
1598356743.303,0.414,0.01,0.208
1598356743.552,0.415,0.011,0.234
1598356743.781,0.411,0.009,0.261
1598356744.031,0.41,0.007,0.285
1598356744.279,0.408,0.005,0.305
1598356744.511,0.409,0.005,0.328
1598356744.758,0.407,0.003,0.346
1598356745.006,0.405,0.003,0.356
1598356745.254,0.404,0.001,0.355
1598356745.501,0.404,0.001,0.35
1598356745.73,0.404,0,0.341
1598356745.977,0.405,0.001,0.333
1598356746.223,0.405,0.002,0.324
1598356746.469,0.405,0,0.315
1598356746.713,0.407,0.004,0.307
1598356746.96,0.406,0.004,0.302
1598356747.206,0.405,0.004,0.299
1598356747.452,0.403,0.003,0.299
1598356747.679,0.405,0.004,0.303
1598356747.928,0.405,0.005,0.305
1598356748.173,0.404,0.003,0.31
1598356748.42,0.404,0.002,0.316
1598356748.666,0.403,0.003,0.32
1598356748.915,0.402,0.002,0.323
1598356749.143,0.402,0.001,0.323
1598356749.388,0.403,0.002,0.325
1598356749.636,0.402,0.002,0.321
1598356749.88,0.404,0.003,0.311
1598356750.126,0.404,0.003,0.305
1598356750.375,0.404,0.003,0.303
1598356750.605,0.404,0.002,0.301
1598356750.851,0.404,0.003,0.3
1598356751.098,0.404,0.004,0.303
1598356751.344,0.405,0.004,0.301
1598356751.59,0.404,0.003,0.295
1598356751.839,0.403,0.003,0.297
1598356752.069,0.403,0.003,0.299
1598356752.311,0.404,0.003,0.295
1598356752.559,0.404,0.004,0.295
1598356752.808,0.402,0.001,0.284
1598356753.055,0.404,0.002,0.267
1598356753.286,0.406,0.004,0.251
1598356753.533,0.408,0.006,0.238
1598356753.779,0.407,0.006,0.231
1598356754.026,0.407,0.005,0.228
1598356754.26,0.409,0.007,0.226
1598356754.51,0.409,0.007,0.221
1598356754.757,0.409,0.008,0.217
1598356755.008,0.404,0.005,0.208
1598356755.233,0.406,0.008,0.207
1598356755.48,0.406,0.008,0.202
1598356755.723,0.407,0.009,0.193
1598356755.971,0.406,0.008,0.188
1598356756.22,0.405,0.009,0.182
1598356756.468,0.408,0.011,0.176
1598356756.698,0.408,0.009,0.169
1598356756.944,0.409,0.009,0.163
1598356757.192,0.409,0.007,0.154
1598356757.441,0.411,0.009,0.148
1598356757.674,0.413,0.009,0.139
1598356757.922,0.414,0.009,0.134
1598356758.167,0.414,0.007,0.132
